name,behave,evaluation,number,cond,situation,reason,propose,ending,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,key_resp.started,image_2.started,key_resp.keys,key_resp.rt,back.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,predictp.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,predictp_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text.started,predictp_3.started,slider.started,text_2.started,text_3.started,text_4.started,slider.response,slider.rt,text_6.started,text_6.stopped,text_5.started,text_5.stopped,key_resp_6.started,key_resp_6.stopped,key_resp_6.keys,key_resp_2.started,key_resp_2.stopped,image_3.started,image_3.stopped,key_resp_2.keys,predictp_2.stopped,mouse_3.stopped,text.stopped,back.stopped,mouse.stopped,predictp_3.stopped,key_resp_6.rt,key_resp_2.rt,participant,session,randomization,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,1241.5581551999985,2.519999907235615e-05,[-0.05416666666666667],[-0.3597222222222222],[1],[0],[0],[16.99767729999985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,1258.5278280999992,1258.5278280999992,s,24.28844830000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
路明,路明让伙伴爬上树屋。他的朋友,路明让伙伴爬上树屋这种行为：,41,goodPhappyE,materials/situations/41.PNG,materials/happyreason/41.PNG,materials/goodpropose/41.PNG,materials/happyending/41.PNG,0,0,0,0,,,,,,,,,,,,,1282.8779245999995,0.042571800000587245,[-0.1951388888888889],[0.015277777777777777],[1],[0],[0],[6.28757719999885],1289.1781287999984,0.014187099999617203,[-0.19722222222222222],[0.024305555555555556],[1],[0],[0],[4.070635000000038],1293.2660724999987,0.015343199998824275,[],[],[],[],[],[],1295.5726763999992,1298.5638187999994,1300.8845936999987,1300.8845936999987,1300.8845936999987,1300.8845936999987,3.8229166666666665,16.891156199999386,1317.7580037999996,1322.7603661999983,1322.7603661999983,1322.7603661999983,1322.7603661999983,1322.7603661999983,None,1322.7603661999983,1322.7603661999983,1322.7603661999983,1322.7603661999983,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
郑宇,郑宇没有阻止朋友开枪。子弹射中了,郑宇没有阻止朋友开枪这种行为：,26,goodPsadE,materials/situations/26.PNG,materials/sadreason/26.PNG,materials/goodpropose/26.PNG,materials/sadending/26.PNG,0,1,1,1,,,,,,,,,,,,,1322.7603661999983,0.009473300000536256,[0.07152777777777777],[-0.20208333333333334],[1],[0],[0],[6.181732400000328],1328.9537848,0.014451000000917702,[0.04583333333333333],[-0.22708333333333333],[1],[0],[0],[8.320800800000143],1337.2898916999984,0.014142600000923267,[],[],[],[],[],[],1339.587041499999,1342.5941086999992,1344.8911814999992,1344.8911814999992,1344.8911814999992,1344.8911814999992,2.291666666666667,0.40483660000063537,1345.301964799999,1349.315784299999,1349.315784299999,1349.315784299999,1349.315784299999,1349.315784299999,None,1349.315784299999,1349.315784299999,1349.315784299999,1349.315784299999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
叶蓉,叶蓉把小狗卖给女顾客。小狗,叶蓉把小狗卖给女顾客这种行为：,39,goodPsadE,materials/situations/39.PNG,materials/sadreason/39.PNG,materials/goodpropose/39.PNG,materials/sadending/39.PNG,0,2,2,2,,,,,,,,,,,,,1349.315784299999,0.013234899999588379,[-0.08402777777777778],[-0.29930555555555555],[1],[0],[0],[3.32136569999966],1352.6488513999993,0.012859100001151091,[-0.11944444444444445],[-0.3423611111111111],[1],[0],[0],[2.183278900000005],1354.8412626999998,0.008234599999923375,[],[],[],[],[],[],1357.1440656999985,1360.148983699999,1362.4563162999984,1362.4563162999984,1362.4563162999984,1362.4563162999984,1,4.2278030999987095,1366.6795437,1370.6813499,1370.6813499,1370.6813499,1370.6813499,1370.6813499,None,1370.6813499,1370.6813499,1370.6813499,1370.6813499,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
孙泽,孙泽买了一袋菠菜给奶奶。他奶奶在晚饭上吃下了这些菠菜后,孙泽买了一袋菠菜给奶奶这种行为：,27,badPsadE,materials/situations/27.PNG,materials/sadreason/27.PNG,materials/badpropose/27.PNG,materials/sadending/27.PNG,0,3,3,3,,,,,,,,,,,,,1370.6813499,0.008997099999760394,[-0.034722222222222224],[-0.26805555555555555],[1],[0],[0],[4.35597400000006],1375.0486881999987,0.013577099998656195,[-0.025],[-0.29375],[1],[0],[0],[3.2058517999994365],1378.2626384999985,0.0076212000003579305,[],[],[],[],[],[],1380.5692025999997,1383.5717144999999,1385.8736836999997,1385.8736836999997,1385.8736836999997,1385.8736836999997,1.140625,5.384343600000648,1391.2535157999991,1397.2521687999997,1397.2521687999997,1397.2521687999997,1397.2521687999997,1397.2521687999997,None,1397.2521687999997,1397.2521687999997,1397.2521687999997,1397.2521687999997,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
李浩,李浩不理会侄子胃疼。他的侄子很快就,李浩不理会侄子胃疼这种行为：,31,badPhappyE,materials/situations/31.PNG,materials/happyreason/31.PNG,materials/badpropose/31.PNG,materials/happyending/31.PNG,0,4,4,4,,,,,,,,,,,,,1397.2521687999997,0.00871729999926174,[-0.10902777777777778],[-0.2847222222222222],[1],[0],[0],[7.749251299999742],1405.0125369999987,0.009111400000620051,[],[],[],[],[],[],1415.016965499999,0.014742700001079356,[-0.12708333333333333],[-0.3013888888888889],[1],[0],[0],[0.048042200000054436],1415.0749030999996,1418.0804675,1420.3791035999984,1420.3791035999984,1420.3791035999984,1420.3791035999984,3.0989583333333335,4.1506774999998015,1424.5294225999987,1429.5347702999989,1429.5347702999989,1429.5347702999989,1429.5347702999989,1429.5347702999989,None,1429.5347702999989,1429.5347702999989,1429.5347702999989,1429.5347702999989,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
王丽,王丽戴橡胶手套检查病人。病人,王丽戴橡胶手套检查病人这种行为是：,7,goodPsadE,materials/situations/7.PNG,materials/sadreason/7.PNG,materials/goodpropose/7.PNG,materials/sadending/7.PNG,0,5,5,5,,,,,,,,,,,,,1429.5347702999989,0.01304100000015751,[-0.08611111111111111],[-0.20625],[1],[0],[0],[2.6769373000006453],1432.2276833999986,0.012764200000674464,[-0.08611111111111111],[-0.19722222222222222],[1],[0],[0],[6.421243700000559],1438.6538912999986,0.007415199999741162,[],[],[],[],[],[],1440.9554231999991,1443.9593664999993,1446.2644065999993,1446.2644065999993,1446.2644065999993,1446.2644065999993,1.1354166666666665,6.870843000000605,1453.1331561999996,1459.1460756999986,1459.1460756999986,1459.1460756999986,1459.1460756999986,1459.1460756999986,None,1459.1460756999986,1459.1460756999986,1459.1460756999986,1459.1460756999986,None,1440.9554231999991,2.299644000000626,1443.9593664999993,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
陈杰,陈杰离开家去见朋友。警报一直在响，房屋,陈杰离开家去见朋友这种行为：,29,badPhappyE,materials/situations/29.PNG,materials/happyreason/29.PNG,materials/badpropose/29.PNG,materials/happyending/29.PNG,0,6,6,6,,,,,,,,,,,,,1459.1460756999986,0.008065799998803413,[-0.23680555555555555],[-0.2861111111111111],[1],[0],[0],[6.493118500000492],1465.6447660999984,0.006779100000130711,[-0.2263888888888889],[-0.22569444444444445],[1],[0],[0],[9.11002069999995],1474.7630257,0.006711499998345971,[],[],[],[],[],[],1477.0689592999988,1480.0689933999984,1482.3654749999987,1482.3654749999987,1482.3654749999987,1482.3654749999987,3.890625,0.14241069999843603,1482.5068972999998,1485.5184654999994,1485.5184654999994,1485.5184654999994,1485.5184654999994,1485.5184654999994,None,1485.5184654999994,1485.5184654999994,1485.5184654999994,1485.5184654999994,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
乔南,乔南点燃熏香。毒气充斥着整座房屋，把害虫都杀光了。邻居的妈妈,乔南点燃熏香这种行为：,35,goodPsadE,materials/situations/35.PNG,materials/sadreason/35.PNG,materials/goodpropose/35.PNG,materials/sadending/35.PNG,0,7,7,7,,,,,,,,,,,,,1485.5184654999994,0.013049099999989267,[0.1451388888888889],[-0.22777777777777777],[1],[0],[0],[5.468738999999914],1490.9985579999993,0.013188200000513461,[0.10416666666666667],[-0.23541666666666666],[1],[0],[0],[6.3725642999997945],1497.3825419999994,0.013797000001432025,[],[],[],[],[],[],1499.6987415999993,1502.6976858999988,1504.9823588999989,1504.9823588999989,1504.9823588999989,1504.9823588999989,2.1197916666666665,5.96191220000037,1510.9467292999998,1514.9519850999986,1514.9519850999986,1514.9519850999986,1514.9519850999986,1514.9519850999986,None,1514.9519850999986,1514.9519850999986,1514.9519850999986,1514.9519850999986,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
周燕,周燕没有提醒这些青年。青年们滑下坡，,周燕没有提醒这些青年这种行为：,47,goodPhappyE,materials/situations/47.PNG,materials/happyreason/47.PNG,materials/goodpropose/47.PNG,materials/happyending/47.PNG,0,8,8,8,,,,,,,,,,,,,1514.9519850999986,0.013258299999506562,[-0.14305555555555555],[-0.24166666666666667],[1],[0],[0],[5.163666500000545],1520.1273618999985,0.013082400000712369,[-0.19652777777777777],[-0.30416666666666664],[1],[0],[0],[3.487368100000822],1523.6286732999997,0.01324910000039381,[],[],[],[],[],[],1525.9439829999992,1528.9326228999998,1531.2291851999998,1531.2291851999998,1531.2291851999998,1531.2291851999998,1.838541666666667,13.767638199999055,1544.9987379999984,1551.000367499999,1551.000367499999,1551.000367499999,1551.000367499999,1551.000367499999,None,1551.000367499999,1551.000367499999,1551.000367499999,1551.000367499999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
徐娜,徐娜叫她的朋友到冰屋里玩。她的朋友,徐娜叫朋友到冰屋里玩这种行为是：,19,badPsadE,materials/situations/19.PNG,materials/sadreason/19.PNG,materials/badpropose/19.PNG,materials/sadending/19.PNG,0,9,9,9,,,,,,,,,,,,,1551.000367499999,0.007732299998679082,[-0.2881944444444444],[-0.21180555555555555],[1],[0],[0],[4.510972300000503],1555.5255867999986,0.013488100001268322,[-0.17291666666666666],[-0.2673611111111111],[1],[0],[0],[6.121011200000794],1561.6591984999995,0.014693999999508378,[],[],[],[],[],[],1563.9643457999991,1566.9676310999985,1569.2634724,1569.2634724,1569.2634724,1569.2634724,1,5.080200799999147,1574.3451990999984,1580.342278799999,1580.342278799999,1580.342278799999,1580.342278799999,1580.342278799999,None,1580.342278799999,1580.342278799999,1580.342278799999,1580.342278799999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
方远,方远只顾自己继续吃饭。那名顾客,方远只顾自己继续吃饭这种行为：,43,badPsadE,materials/situations/43.PNG,materials/sadreason/43.PNG,materials/badpropose/43.PNG,materials/sadending/43.PNG,0,10,10,10,,,,,,,,,,,,,1580.342278799999,0.008255900000222027,[-0.2534722222222222],[-0.27569444444444446],[1],[0],[0],[4.5404815999991115],1584.8893850999993,0.006265699999858043,[-0.22777777777777777],[-0.12430555555555556],[1],[0],[0],[6.591344899999967],1591.4935037999985,0.00642859999970824,[],[],[],[],[],[],1593.7991116999983,1596.7987075,1599.0984063999986,1599.0984063999986,1599.0984063999986,1599.0984063999986,1,10.22614799999974,1609.3302721,1613.3274229999988,1613.3274229999988,1613.3274229999988,1613.3274229999988,1613.3274229999988,None,1613.3274229999988,1613.3274229999988,1613.3274229999988,1613.3274229999988,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
张克,张克邀请朋友吃饼干。他的朋友,张克邀请他的朋友吃饼干这种行为是：,22,badPsadE,materials/situations/22.PNG,materials/sadreason/22.PNG,materials/badpropose/22.PNG,materials/sadending/22.PNG,0,11,11,11,,,,,,,,,,,,,1613.3274229999988,0.008163599999534199,[-0.14722222222222223],[-0.2902777777777778],[1],[0],[0],[6.166107199998805],1619.5020570999986,0.008164099999703467,[-0.14722222222222223],[-0.2902777777777778],[1],[0],[0],[6.4831030999994255],1626.0004888999993,0.014709700000821613,[],[],[],[],[],[],1628.2973616,1631.3042523999993,1633.6015191999995,1633.6015191999995,1633.6015191999995,1633.6015191999995,1,2.8751360999995086,1636.473704,1640.4727709,1640.4727709,1640.4727709,1640.4727709,1640.4727709,None,1640.4727709,1640.4727709,1640.4727709,1640.4727709,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
孙泽,孙泽买了一袋菠菜给奶奶。他奶奶在晚饭上吃下了这些菠菜后,孙泽买了一袋菠菜给奶奶这种行为：,27,goodPhappyE,materials/situations/27.PNG,materials/happyreason/27.PNG,materials/goodpropose/27.PNG,materials/happyending/27.PNG,0,12,12,12,,,,,,,,,,,,,1640.4727709,0.006570599998667603,[-0.4444444444444444],[-0.3284722222222222],[1],[0],[0],[3.6824756000005436],1644.1581128999987,0.007605299999340787,[-0.3527777777777778],[-0.20416666666666666],[1],[0],[0],[4.647808499999883],1648.8185675999994,0.007581500000014785,[],[],[],[],[],[],1651.1128721999994,1654.1204693,1656.4319828999996,1656.4319828999996,1656.4319828999996,1656.4319828999996,6.859375,2.6654410999999527,1659.1015513999992,1662.0981858999985,1662.0981858999985,1662.0981858999985,1662.0981858999985,1662.0981858999985,None,1662.0981858999985,1662.0981858999985,1662.0981858999985,1662.0981858999985,None,,,1654.1204693,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
林蕾,林蕾把粉末放进朋友咖啡里。林蕾的朋友喝完咖啡后,林蕾把粉末放进朋友咖啡里这种行为：,1,badPsadE,materials/situations/1.PNG,materials/sadreason/1.PNG,materials/badpropose/1.PNG,materials/sadending/1.PNG,0,13,13,13,,,,,,,,,,,,,1662.0981858999985,0.007622199998877477,[],[],[],[],[],[],1672.0990523,0.008818000000246684,[0.11527777777777778],[-0.2569444444444444],[1],[0],[0],[4.290120900001057],1676.4040117999994,0.013752800001384458,[],[],[],[],[],[],1678.720772999999,1681.7165570999987,1684.0074964999985,1684.0074964999985,1684.0074964999985,1684.0074964999985,1.0364583333333335,2.5815140000013344,1686.5830022999999,1689.5988932,1689.5988932,1689.5988932,1689.5988932,1689.5988932,None,1689.5988932,1689.5988932,1689.5988932,1689.5988932,None,,,,1672.0990523,9.998871399999189,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
左兰,左兰告诉助理不用佩戴防护装置。她的助理在小岛,左兰告诉助理不用戴防护装置这种行为：,34,goodPsadE,materials/situations/34.PNG,materials/sadreason/34.PNG,materials/goodpropose/34.PNG,materials/sadending/34.PNG,0,14,14,14,,,,,,,,,,,,,1689.5988932,0.012304399999266025,[-0.03611111111111111],[-0.23958333333333334],[1],[0],[0],[5.241975200000525],1694.8513663999984,0.012525100000857492,[0.04861111111111111],[-0.41944444444444445],[1],[0],[0],[2.542243400001098],1697.4003670999991,0.007655900000827387,[],[],[],[],[],[],1699.7081954999994,1702.7169408999998,1705.0163833999995,1705.0163833999995,1705.0163833999995,1705.0163833999995,1.0885416666666665,2.521654000000126,1707.5331444999993,1711.5439492999994,1711.5439492999994,1711.5439492999994,1711.5439492999994,1711.5439492999994,None,1711.5439492999994,1711.5439492999994,1711.5439492999994,1711.5439492999994,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
许乐,许乐让男朋友去碎浪那边游泳。她的男朋友,许乐让男朋友去碎浪那边游泳这种行为：,42,goodPhappyE,materials/situations/42.PNG,materials/happyreason/42.PNG,materials/goodpropose/42.PNG,materials/happyending/42.PNG,0,15,15,15,,,,,,,,,,,,,1711.5439492999994,0.008788199998889468,[0.058333333333333334],[-0.2375],[1],[0],[0],[4.213840300000811],1715.7655532999997,0.0068578999998862855,[0.058333333333333334],[-0.2375],[1],[0],[0],[6.160788999999568],1721.9373833999998,0.012057600000844104,[],[],[],[],[],[],1724.2448864999988,1727.2351786,1729.5498660999983,1729.5498660999983,1729.5498660999983,1729.5498660999983,7,2.4252465999998094,1731.9741184999984,1737.9770811999988,1737.9770811999988,1737.9770811999988,1737.9770811999988,1737.9770811999988,None,1737.9770811999988,1737.9770811999988,1737.9770811999988,1737.9770811999988,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
苏珍,苏珍把学生分到非过敏体质班。这个学生,苏珍把学生分到非过敏体质班这种行为：,28,goodPhappyE,materials/situations/28.PNG,materials/happyreason/28.PNG,materials/goodpropose/28.PNG,materials/happyending/28.PNG,0,16,16,16,,,,,,,,,,,,,1737.9770811999988,0.009027400001286878,[0.052083333333333336],[-0.12708333333333333],[1],[0],[0],[5.144865900001605],1743.1327646999998,0.013738399999056128,[0.052083333333333336],[-0.12708333333333333],[1],[0],[0],[7.677215599998817],1750.818749099999,0.008126599999741302,[],[],[],[],[],[],1753.1295355999991,1756.136631899999,1758.4349269999984,1758.4349269999984,1758.4349269999984,1758.4349269999984,6.796875,4.337272799999482,1762.7650485999984,1766.7791465999999,1766.7791465999999,1766.7791465999999,1766.7791465999999,1766.7791465999999,None,1766.7791465999999,1766.7791465999999,1766.7791465999999,1766.7791465999999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
何伟,何伟让客人进入实验室。客人,何伟让客人进入实验室这种行为：,2,goodPsadE,materials/situations/2.PNG,materials/sadreason/2.PNG,materials/goodpropose/2.PNG,materials/sadending/2.PNG,0,17,17,17,,,,,,,,,,,,,1766.7791465999999,0.0130871000001207,[0.049305555555555554],[-0.26875],[1],[0],[0],[5.077880599999844],1771.865926299999,0.006932099999175989,[0.049305555555555554],[-0.26875],[1],[0],[0],[2.8866969000009703],1774.759591099999,0.006288999999014777,[],[],[],[],[],[],1777.0642888999992,1780.0583183999988,1782.3610616999995,1782.3610616999995,1782.3610616999995,1782.3610616999995,1,3.5038975999996183,1785.8595269999987,1789.8688591999999,1789.8688591999999,1789.8688591999999,1789.8688591999999,1789.8688591999999,None,1789.8688591999999,1789.8688591999999,1789.8688591999999,1789.8688591999999,None,1777.0642888999992,2.2990757999996276,,,,1782.3610616999995,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
赵晨,赵晨鼓励朋友下去游泳。赵晨的朋友在池塘,赵晨鼓励朋友下去游泳这种行为：,25,badPhappyE,materials/situations/25.PNG,materials/happyreason/25.PNG,materials/badpropose/25.PNG,materials/happyending/25.PNG,0,18,18,18,,,,,,,,,,,,,1789.8688591999999,0.01318610000089393,[-0.10972222222222222],[-0.24375],[1],[0],[0],[2.5187664999994013],1792.398999699999,0.013177700000596815,[-0.10972222222222222],[-0.24375],[1],[0],[0],[4.648832400000174],1797.0612115999993,0.012869999998656567,[],[],[],[],[],[],1799.3781862999986,1802.3693781999991,1804.6651531999996,1804.6651531999996,1804.6651531999996,1804.6651531999996,2.9583333333333335,4.319383699999889,1808.9869480999987,1814.9996424,1814.9996424,1814.9996424,1814.9996424,1814.9996424,None,1814.9996424,1814.9996424,1814.9996424,1814.9996424,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
马慧,马慧没有阻止堂兄走进厨房。她的堂兄,马慧没有阻止堂兄进厨房这种行为是：,21,badPhappyE,materials/situations/21.PNG,materials/happyreason/21.PNG,materials/badpropose/21.PNG,materials/happyending/21.PNG,0,19,19,19,,,,,,,,,,,,,1814.9996424,0.01334339999993972,[0.14097222222222222],[-0.18819444444444444],[1],[0],[0],[6.119950999998764],1821.1344155999996,0.014447200001086458,[0.14097222222222222],[-0.18819444444444444],[1],[0],[0],[3.9191455000000133],1825.0662188999995,0.013202899999669171,[],[],[],[],[],[],1827.3614097999998,1830.3704894999992,1832.6798223999995,1832.6798223999995,1832.6798223999995,1832.6798223999995,4.947916666666667,7.214314900000318,1839.8900533999986,1845.894247799999,1845.894247799999,1845.894247799999,1845.894247799999,1845.894247799999,None,1845.894247799999,1845.894247799999,1845.894247799999,1845.894247799999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
蒋文,蒋文没有管他妹妹。他的妹妹自己开车,蒋文没有管他妹妹这种行为：,32,goodPhappyE,materials/situations/32.PNG,materials/happyreason/32.PNG,materials/goodpropose/32.PNG,materials/happyending/32.PNG,0,20,20,20,,,,,,,,,,,,,1845.894247799999,0.009057499999471474,[0.06944444444444445],[-0.275],[1],[0],[0],[3.821218000000954],1849.7241132,0.00823090000085358,[-0.020833333333333332],[-0.18055555555555555],[1],[0],[0],[4.71796059999906],1854.4511526999995,0.0071238000000448665,[-0.020833333333333332],[-0.18055555555555555],[1],[0],[0],[1.8280340999990585],1856.2869310999995,1859.3005979999998,1861.596377599999,1861.596377599999,1861.596377599999,1861.596377599999,6.0625,2.417908699999316,1864.0176410999993,1870.0218612999997,1870.0218612999997,1870.0218612999997,1870.0218612999997,1870.0218612999997,None,1870.0218612999997,1870.0218612999997,1870.0218612999997,1870.0218612999997,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
罗兰,罗兰把蘑菇给朋友吃。罗兰的朋友,罗兰把蘑菇送给朋友吃这种行为是：,6,goodPsadE,materials/situations/6.PNG,materials/sadreason/6.PNG,materials/goodpropose/6.PNG,materials/sadending/6.PNG,0,21,21,21,,,,,,,,,,,,,1870.0218612999997,0.014096299999437178,[-0.009722222222222222],[-0.2590277777777778],[1],[0],[0],[3.805972300000576],1873.8341584999998,0.00788500000089698,[0.02361111111111111],[-0.3159722222222222],[1],[0],[0],[1.6879215000008116],1875.5377176999991,0.012776999999914551,[],[],[],[],[],[],1877.839890199999,1880.8494612999984,1883.1446177999987,1883.1446177999987,1883.1446177999987,1883.1446177999987,1,4.328030700000454,1887.4738859999998,1890.4860122999999,1890.4860122999999,1890.4860122999999,1890.4860122999999,1890.4860122999999,None,1890.4860122999999,1890.4860122999999,1890.4860122999999,1890.4860122999999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
杨乐,"杨乐跳过这一段铁轨的工作。这段铁轨开始运营,",杨乐跳过这一段铁轨工作这种行为是：,17,badPsadE,materials/situations/17.PNG,materials/sadreason/17.PNG,materials/badpropose/17.PNG,materials/sadending/17.PNG,0,22,22,22,,,,,,,,,,,,,1890.4860122999999,0.013557300000684336,[0.16875],[-0.24166666666666667],[1],[0],[0],[5.693966499999078],1896.1862211999996,0.00817789999928209,[0.15902777777777777],[-0.23680555555555555],[1],[0],[0],[3.237212500000169],1899.4393744999998,0.014792199999646982,[],[],[],[],[],[],1901.7451121999984,1904.7478471999984,1907.052431099999,1907.052431099999,1907.052431099999,1907.052431099999,1,2.305605399998967,1909.3564984999994,1913.358386599999,1913.358386599999,1913.358386599999,1913.358386599999,1913.358386599999,None,1913.358386599999,1913.358386599999,1913.358386599999,1913.358386599999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
王齐,王齐向同事推荐金枪鱼。他的一个同事吃了这道菜后，,王齐向同事推荐金枪鱼这种行为：,33,badPhappyE,materials/situations/33.PNG,materials/happyreason/33.PNG,materials/badpropose/33.PNG,materials/happyending/33.PNG,0,23,23,23,,,,,,,,,,,,,1913.358386599999,0.011608200000409852,[-0.03263888888888889],[-0.11319444444444444],[1],[0],[0],[4.4806250000001455],1917.8500093999992,0.008963300000687013,[-0.049305555555555554],[-0.10416666666666667],[1],[0],[0],[2.6925492999998824],1920.5510682999993,0.012275099999897066,[],[],[],[],[],[],1922.8764627,1925.8698384,1928.1512017999994,1928.1512017999994,1928.1512017999994,1928.1512017999994,6.552083333333333,3.513591400000223,1931.6824929999984,1934.683189199999,1934.683189199999,1934.683189199999,1934.683189199999,1934.683189199999,None,1934.683189199999,1934.683189199999,1934.683189199999,1934.683189199999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
杨诺,杨诺把火腿加进了朋友的面里。她的朋友,杨诺把火腿加进朋友面里这种行为是：,20,badPhappyE,materials/situations/20.PNG,materials/happyreason/20.PNG,materials/badpropose/20.PNG,materials/happyending/20.PNG,0,24,24,24,,,,,,,,,,,,,1934.683189199999,0.006734200000209967,[0.20416666666666666],[-0.12152777777777778],[1],[0],[0],[3.117713100000401],1937.804301799999,0.007594000000608503,[0.20416666666666666],[-0.12152777777777778],[1],[0],[0],[1.3848746000003302],1939.1995813999984,0.007072300000800169,[],[],[],[],[],[],1941.4988084999986,1944.5012382999994,1946.8022494999987,1946.8022494999987,1946.8022494999987,1946.8022494999987,6.96875,8.677141500000289,1955.4774466999988,1960.4741785999995,1960.4741785999995,,1960.4741785999995,,space,1984.2259606999996,,1984.2259606999996,,s,,,,,,1946.8022494999987,23.738157100000535,19.846909000001688,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
赵智,赵智默默离开。挥手那人,赵智默默离开这种行为是：,8,badPsadE,materials/situations/8.PNG,materials/sadreason/8.PNG,materials/badpropose/8.PNG,materials/sadending/8.PNG,0,25,25,25,,,,,,,,,,,,,2004.0969768999985,0.013755400001173257,[0.08958333333333333],[0.08472222222222223],[1],[0],[0],[4.687216000000262],2008.7912163,0.008423500001299544,[0.08958333333333333],[0.08472222222222223],[1],[0],[0],[1.9129468000010093],2010.7217821999984,0.012410400000590016,[],[],[],[],[],[],2013.012904199999,2016.0211848,2018.3300647999986,2018.3300647999986,2018.3300647999986,2018.3300647999986,1.890625,0.346913700001096,2018.6799513999995,2024.6823197999984,2024.6823197999984,2024.6823197999984,2024.6823197999984,2024.6823197999984,None,2024.6823197999984,2024.6823197999984,2024.6823197999984,2024.6823197999984,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
