1.2957 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
2936.3161 	EXP 	text_6: autoDraw = False
2936.3161 	EXP 	text_6: autoDraw = False
2936.3161 	EXP 	text_5: autoDraw = True
2936.3161 	EXP 	text_5: autoDraw = False
2936.3161 	EXP 	text_5: autoDraw = False
2936.3161 	EXP 	image_3: autoDraw = True
2936.3161 	EXP 	image_3: autoDraw = False
2936.3161 	EXP 	image_3: autoDraw = False
2936.3161 	EXP 	back: image = 'materials/situations/24.PNG'
2936.3161 	EXP 	back: autoDraw = True
2940.5385 	DATA 	Mouse: Left button down, pos=(1421,667)
2940.5558 	EXP 	back: autoDraw = False
2940.5558 	EXP 	predictp: image = 'materials/sadreason/24.PNG'
2940.5558 	EXP 	predictp: autoDraw = True
2940.7484 	DATA 	Mouse:  Left button up, pos=(1421,667)
2944.7065 	DATA 	Mouse: Left button down, pos=(1526,886)
2944.7274 	EXP 	predictp: autoDraw = False
2944.7274 	EXP 	predictp_2: image = 'materials/goodpropose/24.PNG'
2944.7274 	EXP 	predictp_2: autoDraw = True
2944.9417 	DATA 	Mouse:  Left button up, pos=(1526,886)
2947.0278 	EXP 	predictp_2: autoDraw = False
2947.0278 	EXP 	text: height = 0.04
2947.0278 	EXP 	text: height = 0.04
2947.0278 	EXP 	text: height = 0.04
2947.0278 	EXP 	text: text = '唐巧让男孩走进冒烟的房子。男孩'
2947.0278 	EXP 	text: autoDraw = True
2950.0276 	EXP 	text: autoDraw = False
2950.0276 	EXP 	predictp_3: image = 'materials/sadending/24.PNG'
2950.0276 	EXP 	predictp_3: autoDraw = True
2951.3867 	DATA 	Mouse: Left button down, pos=(1383,652)
2951.5844 	DATA 	Mouse:  Left button up, pos=(1383,652)
2952.3324 	EXP 	predictp_3: autoDraw = False
2952.3324 	EXP 	slider: markerPos = None
2952.3324 	EXP 	slider: markerPos = 4
2952.3324 	EXP 	text_3: height = 0.05
2952.3324 	EXP 	text_3: height = 0.05
2952.3324 	EXP 	text_3: height = 0.05
2952.3324 	EXP 	text_3: text = '唐巧让男孩走进冒烟房子这种行为是：'
2952.3324 	EXP 	slider: autoDraw = True
2952.3324 	EXP 	text_2: autoDraw = True
2952.3324 	EXP 	text_3: autoDraw = True
2952.3324 	EXP 	text_4: autoDraw = True
2955.6690 	DATA 	Mouse: Left button down, pos=(655,430)
2955.6792 	EXP 	slider: markerPos = 0.7447916666666667
2955.6912 	EXP 	slider: markerPos = 0.7447916666666667
2955.7007 	EXP 	slider: markerPos = 0.7447916666666667
2955.7126 	EXP 	slider: markerPos = 0.7447916666666667
2955.7252 	EXP 	slider: markerPos = 0.7447916666666667
2955.7367 	EXP 	slider: markerPos = 0.7447916666666667
2955.7466 	EXP 	slider: markerPos = 0.7447916666666667
2955.7556 	EXP 	slider: markerPos = 0.7447916666666667
2955.7651 	EXP 	slider: markerPos = 0.7447916666666667
2955.7751 	EXP 	slider: markerPos = 0.7447916666666667
2955.7863 	EXP 	slider: markerPos = 0.7447916666666667
2955.7988 	EXP 	slider: markerPos = 0.7447916666666667
2955.8099 	EXP 	slider: markerPos = 0.7447916666666667
2955.8216 	EXP 	slider: markerPos = 0.7447916666666667
2955.8346 	EXP 	slider: markerPos = 0.7447916666666667
2955.8465 	EXP 	slider: markerPos = 0.7447916666666667
2955.8603 	EXP 	slider: markerPos = 0.7447916666666667
2955.8700 	EXP 	slider: markerPos = 0.7447916666666667
2955.8718 	DATA 	Mouse:  Left button up, pos=(655,430)
2955.8831 	EXP 	slider: markerPos = 1
2955.8887 	EXP 	slider: autoDraw = False
2955.8887 	EXP 	text_2: autoDraw = False
2955.8887 	EXP 	text_3: autoDraw = False
2955.8887 	EXP 	text_4: autoDraw = False
2955.8887 	EXP 	text_6: autoDraw = True
2961.8759 	EXP 	New trial (rep=0, index=64): {'name': '方远', 'behave': '方远只顾自己继续吃饭。那名顾客', 'evaluation': '方远只顾自己继续吃饭这种行为：', 'number': 43, 'cond': 'goodPsadE', 'situation': 'materials/situations/43.PNG', 'reason': 'materials/sadreason/43.PNG', 'propose': 'materials/goodpropose/43.PNG', 'ending': 'materials/sadending/43.PNG'}
2961.8879 	EXP 	text_6: autoDraw = False
2961.8879 	EXP 	text_6: autoDraw = False
2961.8879 	EXP 	text_5: autoDraw = True
2961.8879 	EXP 	text_5: autoDraw = False
2961.8879 	EXP 	text_5: autoDraw = False
2961.8879 	EXP 	image_3: autoDraw = True
2961.8879 	EXP 	image_3: autoDraw = False
2961.8879 	EXP 	image_3: autoDraw = False
2961.8879 	EXP 	back: image = 'materials/situations/43.PNG'
2961.8879 	EXP 	back: autoDraw = True
2964.5699 	DATA 	Mouse: Left button down, pos=(741,468)
2964.5988 	EXP 	back: autoDraw = False
2964.5988 	EXP 	predictp: image = 'materials/sadreason/43.PNG'
2964.5988 	EXP 	predictp: autoDraw = True
2964.7380 	DATA 	Mouse:  Left button up, pos=(741,468)
2966.8079 	DATA 	Mouse: Left button down, pos=(666,369)
2966.8275 	EXP 	predictp: autoDraw = False
2966.8275 	EXP 	predictp_2: image = 'materials/goodpropose/43.PNG'
2966.8275 	EXP 	predictp_2: autoDraw = True
2967.0345 	DATA 	Mouse:  Left button up, pos=(666,369)
2969.1196 	EXP 	predictp_2: autoDraw = False
2969.1196 	EXP 	predictp_2: autoDraw = False
2969.1196 	EXP 	text: height = 0.04
2969.1196 	EXP 	text: height = 0.04
2969.1196 	EXP 	text: height = 0.04
2969.1196 	EXP 	text: text = '方远只顾自己继续吃饭。那名顾客'
2969.1196 	EXP 	text: autoDraw = True
2972.1259 	EXP 	text: autoDraw = False
2972.1259 	EXP 	text: autoDraw = False
2972.1259 	EXP 	predictp_3: image = 'materials/sadending/43.PNG'
2972.1259 	EXP 	predictp_3: autoDraw = True
2973.7973 	DATA 	Mouse: Left button down, pos=(976,324)
2974.0192 	DATA 	Mouse:  Left button up, pos=(976,324)
2974.4275 	EXP 	predictp_3: autoDraw = False
2974.4275 	EXP 	predictp_3: autoDraw = False
2974.4275 	EXP 	slider: markerPos = None
2974.4275 	EXP 	slider: markerPos = 4
2974.4275 	EXP 	text_3: height = 0.05
2974.4275 	EXP 	text_3: height = 0.05
2974.4275 	EXP 	text_3: height = 0.05
2974.4275 	EXP 	text_3: text = '方远只顾自己继续吃饭这种行为：'
2974.4275 	EXP 	slider: autoDraw = True
2974.4275 	EXP 	text_2: autoDraw = True
2974.4275 	EXP 	text_3: autoDraw = True
2974.4275 	EXP 	text_4: autoDraw = True
2976.0997 	DATA 	Mouse: Left button down, pos=(1102,437)
2976.1065 	EXP 	slider: markerPos = 3.0729166666666665
2976.1142 	EXP 	slider: markerPos = 3.0729166666666665
2976.1218 	EXP 	slider: markerPos = 3.0729166666666665
2976.1319 	EXP 	slider: markerPos = 3.0729166666666665
2976.1417 	EXP 	slider: markerPos = 3.0729166666666665
2976.1494 	EXP 	slider: markerPos = 3.0729166666666665
2976.1565 	EXP 	slider: markerPos = 3.0729166666666665
2976.1644 	EXP 	slider: markerPos = 3.0729166666666665
2976.1724 	EXP 	slider: markerPos = 3.0729166666666665
2976.1808 	EXP 	slider: markerPos = 3.0729166666666665
2976.1885 	EXP 	slider: markerPos = 3.0729166666666665
2976.1962 	EXP 	slider: markerPos = 3.0729166666666665
2976.2039 	EXP 	slider: markerPos = 3.0729166666666665
2976.2136 	EXP 	slider: markerPos = 3.0729166666666665
2976.2209 	EXP 	slider: markerPos = 3.0729166666666665
2976.2281 	EXP 	slider: markerPos = 3.0729166666666665
2976.2381 	EXP 	slider: markerPos = 3.0729166666666665
2976.2463 	EXP 	slider: markerPos = 3.0729166666666665
2976.2558 	EXP 	slider: markerPos = 3.0729166666666665
2976.2641 	EXP 	slider: markerPos = 3.0729166666666665
2976.2717 	EXP 	slider: markerPos = 3.0729166666666665
2976.2791 	EXP 	slider: markerPos = 3.0729166666666665
2976.2872 	EXP 	slider: markerPos = 3.0729166666666665
2976.2961 	EXP 	slider: markerPos = 3.0729166666666665
2976.3055 	EXP 	slider: markerPos = 3.0729166666666665
2976.3129 	EXP 	slider: markerPos = 3.0729166666666665
2976.3203 	EXP 	slider: markerPos = 3.0729166666666665
2976.3305 	DATA 	Mouse:  Left button up, pos=(1102,437)
2976.3319 	EXP 	slider: markerPos = 3.0729166666666665
2976.3402 	EXP 	slider: markerPos = 3.0729166666666665
2976.3492 	EXP 	slider: autoDraw = False
2976.3492 	EXP 	text_2: autoDraw = False
2976.3492 	EXP 	text_3: autoDraw = False
2976.3492 	EXP 	text_4: autoDraw = False
2976.3492 	EXP 	text_6: autoDraw = True
2980.3357 	EXP 	New trial (rep=0, index=65): {'name': '何伟', 'behave': '何伟让客人进入实验室。客人', 'evaluation': '何伟让客人进入实验室这种行为：', 'number': 2, 'cond': 'goodPhappyE', 'situation': 'materials/situations/2.PNG', 'reason': 'materials/happyreason/2.PNG', 'propose': 'materials/goodpropose/2.PNG', 'ending': 'materials/happyending/2.PNG'}
2980.3506 	EXP 	text_6: autoDraw = False
2980.3506 	EXP 	text_6: autoDraw = False
2980.3506 	EXP 	text_5: autoDraw = True
2980.3506 	EXP 	text_5: autoDraw = False
2980.3506 	EXP 	text_5: autoDraw = False
2980.3506 	EXP 	image_3: autoDraw = True
2980.3506 	EXP 	image_3: autoDraw = False
2980.3506 	EXP 	image_3: autoDraw = False
2980.3506 	EXP 	back: image = 'materials/situations/2.PNG'
2980.3506 	EXP 	back: autoDraw = True
2983.6583 	DATA 	Mouse: Left button down, pos=(982,388)
2983.6778 	EXP 	back: autoDraw = False
2983.6778 	EXP 	predictp: image = 'materials/happyreason/2.PNG'
2983.6778 	EXP 	predictp: autoDraw = True
2983.8942 	DATA 	Mouse:  Left button up, pos=(956,374)
2987.3650 	DATA 	Mouse: Left button down, pos=(1201,563)
2987.3767 	EXP 	predictp: autoDraw = False
2987.3767 	EXP 	predictp_2: image = 'materials/goodpropose/2.PNG'
2987.3767 	EXP 	predictp_2: autoDraw = True
2987.6018 	DATA 	Mouse:  Left button up, pos=(1201,563)
2989.6708 	EXP 	predictp_2: autoDraw = False
2989.6708 	EXP 	predictp_2: autoDraw = False
2989.6708 	EXP 	text: height = 0.04
2989.6708 	EXP 	text: height = 0.04
2989.6708 	EXP 	text: height = 0.04
2989.6708 	EXP 	text: text = '何伟让客人进入实验室。客人'
2989.6708 	EXP 	text: autoDraw = True
2992.6738 	EXP 	text: autoDraw = False
2992.6738 	EXP 	text: autoDraw = False
2992.6738 	EXP 	predictp_3: image = 'materials/happyending/2.PNG'
2992.6738 	EXP 	predictp_3: autoDraw = True
2993.7990 	DATA 	Mouse: Left button down, pos=(1609,300)
2994.0412 	DATA 	Mouse:  Left button up, pos=(1609,300)
2994.9754 	EXP 	predictp_3: autoDraw = False
2994.9754 	EXP 	predictp_3: autoDraw = False
2994.9754 	EXP 	slider: markerPos = None
2994.9754 	EXP 	slider: markerPos = 4
2994.9754 	EXP 	text_3: height = 0.05
2994.9754 	EXP 	text_3: height = 0.05
2994.9754 	EXP 	text_3: height = 0.05
2994.9754 	EXP 	text_3: text = '何伟让客人进入实验室这种行为：'
2994.9754 	EXP 	slider: autoDraw = True
2994.9754 	EXP 	text_2: autoDraw = True
2994.9754 	EXP 	text_3: autoDraw = True
2994.9754 	EXP 	text_4: autoDraw = True
2996.2764 	DATA 	Mouse: Left button down, pos=(1670,362)
2996.5280 	DATA 	Mouse:  Left button up, pos=(1670,362)
2997.6695 	DATA 	Mouse: Left button down, pos=(1628,463)
2997.6780 	EXP 	slider: markerPos = 5.8125
2997.6877 	EXP 	slider: markerPos = 5.8125
2997.6959 	EXP 	slider: markerPos = 5.8125
2997.7049 	EXP 	slider: markerPos = 5.8125
2997.7130 	EXP 	slider: markerPos = 5.8125
2997.7229 	EXP 	slider: markerPos = 5.8125
2997.7320 	EXP 	slider: markerPos = 5.8125
2997.7440 	EXP 	slider: markerPos = 5.8125
2997.7554 	EXP 	slider: markerPos = 5.8125
2997.7657 	EXP 	slider: markerPos = 5.8125
2997.7750 	EXP 	slider: markerPos = 5.8125
2997.7877 	EXP 	slider: markerPos = 5.8125
2997.7998 	EXP 	slider: markerPos = 5.8125
2997.8104 	EXP 	slider: markerPos = 5.8125
2997.8205 	EXP 	slider: markerPos = 5.8125
2997.8325 	EXP 	slider: markerPos = 5.8125
2997.8418 	EXP 	slider: markerPos = 5.8125
2997.8524 	EXP 	slider: markerPos = 5.8125
2997.8649 	EXP 	slider: markerPos = 5.8125
2997.8769 	EXP 	slider: markerPos = 5.8125
2997.8784 	DATA 	Mouse:  Left button up, pos=(1628,463)
2997.8882 	EXP 	slider: markerPos = 5.8125
2997.9055 	EXP 	slider: autoDraw = False
2997.9055 	EXP 	text_2: autoDraw = False
2997.9055 	EXP 	text_3: autoDraw = False
2997.9055 	EXP 	text_4: autoDraw = False
2997.9055 	EXP 	text_6: autoDraw = True
3001.8985 	EXP 	New trial (rep=0, index=66): {'name': '李贝', 'behave': '李贝把这些肉给孩子们吃。孩子们', 'evaluation': '李贝把这些肉给孩子们吃这种行为是：', 'number': 14, 'cond': 'badPhappyE', 'situation': 'materials/situations/14.PNG', 'reason': 'materials/happyreason/14.PNG', 'propose': 'materials/badpropose/14.PNG', 'ending': 'materials/happyending/14.PNG'}
3001.9173 	EXP 	text_6: autoDraw = False
3001.9173 	EXP 	text_6: autoDraw = False
3001.9173 	EXP 	text_5: autoDraw = True
3001.9173 	EXP 	text_5: autoDraw = False
3001.9173 	EXP 	text_5: autoDraw = False
3001.9173 	EXP 	image_3: autoDraw = True
3001.9173 	EXP 	image_3: autoDraw = False
3001.9173 	EXP 	image_3: autoDraw = False
3001.9173 	EXP 	back: image = 'materials/situations/14.PNG'
3001.9173 	EXP 	back: autoDraw = True
3005.1490 	DATA 	Mouse: Left button down, pos=(1828,746)
3005.1648 	EXP 	back: autoDraw = False
3005.1648 	EXP 	predictp: image = 'materials/happyreason/14.PNG'
3005.1648 	EXP 	predictp: autoDraw = True
3005.4297 	DATA 	Mouse:  Left button up, pos=(1853,782)
3007.3384 	DATA 	Mouse: Left button down, pos=(1989,825)
3007.3568 	EXP 	predictp: autoDraw = False
3007.3568 	EXP 	predictp_2: image = 'materials/badpropose/14.PNG'
3007.3568 	EXP 	predictp_2: autoDraw = True
3007.5723 	DATA 	Mouse:  Left button up, pos=(1989,825)
3009.6508 	EXP 	predictp_2: autoDraw = False
3009.6508 	EXP 	text: height = 0.04
3009.6508 	EXP 	text: height = 0.04
3009.6508 	EXP 	text: height = 0.04
3009.6508 	EXP 	text: text = '李贝把这些肉给孩子们吃。孩子们'
3009.6508 	EXP 	text: autoDraw = True
3012.6478 	EXP 	text: autoDraw = False
3012.6478 	EXP 	text: autoDraw = False
3012.6478 	EXP 	predictp_3: image = 'materials/happyending/14.PNG'
3012.6478 	EXP 	predictp_3: autoDraw = True
3014.9442 	EXP 	predictp_3: autoDraw = False
3014.9442 	EXP 	predictp_3: autoDraw = False
3014.9442 	EXP 	slider: markerPos = None
3014.9442 	EXP 	slider: markerPos = 4
3014.9442 	EXP 	text_3: height = 0.05
3014.9442 	EXP 	text_3: height = 0.05
3014.9442 	EXP 	text_3: height = 0.05
3014.9442 	EXP 	text_3: text = '李贝把这些肉给孩子们吃这种行为是：'
3014.9442 	EXP 	slider: autoDraw = True
3014.9442 	EXP 	text_2: autoDraw = True
3014.9442 	EXP 	text_3: autoDraw = True
3014.9442 	EXP 	text_4: autoDraw = True
3015.0669 	DATA 	Mouse: Left button down, pos=(1017,391)
3015.0784 	EXP 	slider: markerPos = 2.6302083333333335
3015.0882 	EXP 	slider: markerPos = 2.6302083333333335
3015.1002 	EXP 	slider: markerPos = 2.6302083333333335
3015.1139 	EXP 	slider: markerPos = 2.6302083333333335
3015.1242 	EXP 	slider: markerPos = 2.6302083333333335
3015.1341 	EXP 	slider: markerPos = 2.6302083333333335
3015.1431 	EXP 	slider: markerPos = 2.6302083333333335
3015.1547 	EXP 	slider: markerPos = 2.6302083333333335
3015.1668 	EXP 	slider: markerPos = 2.6302083333333335
3015.1784 	EXP 	slider: markerPos = 2.6302083333333335
3015.1876 	EXP 	slider: markerPos = 2.6302083333333335
3015.1982 	EXP 	slider: markerPos = 2.6302083333333335
3015.2097 	EXP 	slider: markerPos = 2.6302083333333335
3015.2210 	EXP 	slider: markerPos = 2.6302083333333335
3015.2308 	EXP 	slider: markerPos = 2.6302083333333335
3015.2417 	EXP 	slider: markerPos = 2.6302083333333335
3015.2511 	EXP 	slider: markerPos = 2.6302083333333335
3015.2605 	EXP 	slider: markerPos = 2.6302083333333335
3015.2711 	EXP 	slider: markerPos = 2.6302083333333335
3015.2744 	DATA 	Mouse:  Left button up, pos=(1017,391)
3015.2831 	EXP 	slider: markerPos = 2.6302083333333335
3015.2984 	EXP 	slider: autoDraw = False
3015.2984 	EXP 	text_2: autoDraw = False
3015.2984 	EXP 	text_3: autoDraw = False
3015.2984 	EXP 	text_4: autoDraw = False
3015.2984 	EXP 	text_6: autoDraw = True
3019.2853 	EXP 	New trial (rep=0, index=67): {'name': '徐娜', 'behave': '徐娜叫她的朋友到冰屋里玩。她的朋友', 'evaluation': '徐娜叫朋友到冰屋里玩这种行为是：', 'number': 19, 'cond': 'goodPhappyE', 'situation': 'materials/situations/19.PNG', 'reason': 'materials/happyreason/19.PNG', 'propose': 'materials/goodpropose/19.PNG', 'ending': 'materials/happyending/19.PNG'}
3019.2967 	EXP 	text_6: autoDraw = False
3019.2967 	EXP 	text_6: autoDraw = False
3019.2967 	EXP 	text_5: autoDraw = True
3019.2967 	EXP 	text_5: autoDraw = False
3019.2967 	EXP 	text_5: autoDraw = False
3019.2967 	EXP 	image_3: autoDraw = True
3019.2967 	EXP 	image_3: autoDraw = False
3019.2967 	EXP 	image_3: autoDraw = False
3019.2967 	EXP 	back: image = 'materials/situations/19.PNG'
3019.2967 	EXP 	back: autoDraw = True
3021.0899 	DATA 	Mouse: Left button down, pos=(1048,529)
3021.1029 	EXP 	back: autoDraw = False
3021.1029 	EXP 	predictp: image = 'materials/happyreason/19.PNG'
3021.1029 	EXP 	predictp: autoDraw = True
3021.3174 	DATA 	Mouse:  Left button up, pos=(1048,529)
3023.4557 	DATA 	Mouse: Left button down, pos=(921,464)
3023.4839 	EXP 	predictp: autoDraw = False
3023.4839 	EXP 	predictp_2: image = 'materials/goodpropose/19.PNG'
3023.4839 	EXP 	predictp_2: autoDraw = True
3023.6776 	DATA 	Mouse:  Left button up, pos=(921,464)
3025.2706 	DATA 	Mouse: Left button down, pos=(900,338)
3025.2765 	EXP 	predictp_2: autoDraw = False
3025.2765 	EXP 	text: height = 0.04
3025.2765 	EXP 	text: height = 0.04
3025.2765 	EXP 	text: height = 0.04
3025.2765 	EXP 	text: text = '徐娜叫她的朋友到冰屋里玩。她的朋友'
3025.2765 	EXP 	text: autoDraw = True
3025.5203 	DATA 	Mouse:  Left button up, pos=(900,338)
3028.2824 	EXP 	text: autoDraw = False
3028.2824 	EXP 	text: autoDraw = False
3028.2824 	EXP 	predictp_3: image = 'materials/happyending/19.PNG'
3028.2824 	EXP 	predictp_3: autoDraw = True
3029.3019 	DATA 	Mouse: Left button down, pos=(1827,328)
3029.5334 	DATA 	Mouse:  Left button up, pos=(1827,328)
3030.5848 	EXP 	predictp_3: autoDraw = False
3030.5848 	EXP 	predictp_3: autoDraw = False
3030.5848 	EXP 	slider: markerPos = None
3030.5848 	EXP 	slider: markerPos = 4
3030.5848 	EXP 	text_3: height = 0.05
3030.5848 	EXP 	text_3: height = 0.05
3030.5848 	EXP 	text_3: height = 0.05
3030.5848 	EXP 	text_3: text = '徐娜叫朋友到冰屋里玩这种行为是：'
3030.5848 	EXP 	slider: autoDraw = True
3030.5848 	EXP 	text_2: autoDraw = True
3030.5848 	EXP 	text_3: autoDraw = True
3030.5848 	EXP 	text_4: autoDraw = True
3032.8526 	DATA 	Mouse: Left button down, pos=(1829,439)
3032.8652 	EXP 	slider: markerPos = 6.859375
3032.8753 	EXP 	slider: markerPos = 6.859375
3032.8873 	EXP 	slider: markerPos = 6.859375
3032.9007 	EXP 	slider: markerPos = 6.859375
3032.9116 	EXP 	slider: markerPos = 6.859375
3032.9210 	EXP 	slider: markerPos = 6.859375
3032.9316 	EXP 	slider: markerPos = 6.859375
3032.9406 	EXP 	slider: markerPos = 6.859375
3032.9495 	EXP 	slider: markerPos = 6.859375
3032.9595 	EXP 	slider: markerPos = 6.859375
3032.9680 	EXP 	slider: markerPos = 6.859375
3032.9807 	EXP 	slider: markerPos = 6.859375
3032.9895 	EXP 	slider: markerPos = 6.859375
3032.9992 	EXP 	slider: markerPos = 6.859375
3033.0091 	EXP 	slider: markerPos = 6.859375
3033.0181 	EXP 	slider: markerPos = 6.859375
3033.0273 	EXP 	slider: markerPos = 6.859375
3033.0406 	EXP 	slider: markerPos = 6.859375
3033.0544 	EXP 	slider: markerPos = 6.859375
3033.0574 	DATA 	Mouse:  Left button up, pos=(1829,439)
3033.0668 	EXP 	slider: markerPos = 6.859375
3033.0740 	EXP 	slider: autoDraw = False
3033.0740 	EXP 	text_2: autoDraw = False
3033.0740 	EXP 	text_3: autoDraw = False
3033.0740 	EXP 	text_4: autoDraw = False
3033.0740 	EXP 	text_6: autoDraw = True
3039.0704 	EXP 	New trial (rep=0, index=68): {'name': '周燕', 'behave': '周燕没有提醒这些青年。青年们滑下坡，', 'evaluation': '周燕没有提醒这些青年这种行为：', 'number': 47, 'cond': 'badPhappyE', 'situation': 'materials/situations/47.PNG', 'reason': 'materials/happyreason/47.PNG', 'propose': 'materials/badpropose/47.PNG', 'ending': 'materials/happyending/47.PNG'}
3039.0861 	EXP 	text_6: autoDraw = False
3039.0861 	EXP 	text_6: autoDraw = False
3039.0861 	EXP 	text_5: autoDraw = True
3039.0861 	EXP 	text_5: autoDraw = False
3039.0861 	EXP 	text_5: autoDraw = False
3039.0861 	EXP 	image_3: autoDraw = True
3039.0861 	EXP 	image_3: autoDraw = False
3039.0861 	EXP 	image_3: autoDraw = False
3039.0861 	EXP 	back: image = 'materials/situations/47.PNG'
3039.0861 	EXP 	back: autoDraw = True
3046.0501 	DATA 	Mouse: Left button down, pos=(1367,651)
3046.0620 	EXP 	back: autoDraw = False
3046.0620 	EXP 	predictp: image = 'materials/happyreason/47.PNG'
3046.0620 	EXP 	predictp: autoDraw = True
3046.2963 	DATA 	Mouse:  Left button up, pos=(1355,651)
3050.1649 	DATA 	Mouse: Left button down, pos=(1293,626)
3050.1798 	EXP 	predictp: autoDraw = False
3050.1798 	EXP 	predictp_2: image = 'materials/badpropose/47.PNG'
3050.1798 	EXP 	predictp_2: autoDraw = True
3050.4141 	DATA 	Mouse:  Left button up, pos=(1293,626)
3052.4801 	EXP 	predictp_2: autoDraw = False
3052.4801 	EXP 	text: height = 0.04
3052.4801 	EXP 	text: height = 0.04
3052.4801 	EXP 	text: height = 0.04
3052.4801 	EXP 	text: text = '周燕没有提醒这些青年。青年们滑下坡，'
3052.4801 	EXP 	text: autoDraw = True
3055.4863 	EXP 	text: autoDraw = False
3055.4863 	EXP 	predictp_3: image = 'materials/happyending/47.PNG'
3055.4863 	EXP 	predictp_3: autoDraw = True
3057.4545 	DATA 	Mouse: Left button down, pos=(1478,556)
3057.7545 	DATA 	Mouse:  Left button up, pos=(1478,556)
3057.7801 	EXP 	predictp_3: autoDraw = False
3057.7801 	EXP 	slider: markerPos = None
3057.7801 	EXP 	slider: markerPos = 4
3057.7801 	EXP 	text_3: height = 0.05
3057.7801 	EXP 	text_3: height = 0.05
3057.7801 	EXP 	text_3: height = 0.05
3057.7801 	EXP 	text_3: text = '周燕没有提醒这些青年这种行为：'
3057.7801 	EXP 	slider: autoDraw = True
3057.7801 	EXP 	text_2: autoDraw = True
3057.7801 	EXP 	text_3: autoDraw = True
3057.7801 	EXP 	text_4: autoDraw = True
3060.2420 	DATA 	Mouse: Left button down, pos=(1101,466)
3060.2510 	EXP 	slider: markerPos = 3.0677083333333335
3060.2636 	EXP 	slider: markerPos = 3.0677083333333335
3060.2744 	EXP 	slider: markerPos = 3.0677083333333335
3060.2833 	EXP 	slider: markerPos = 3.0677083333333335
3060.2936 	EXP 	slider: markerPos = 3.0677083333333335
3060.3025 	EXP 	slider: markerPos = 3.0677083333333335
3060.3130 	EXP 	slider: markerPos = 3.0677083333333335
3060.3227 	EXP 	slider: markerPos = 3.0677083333333335
3060.3342 	EXP 	slider: markerPos = 3.0677083333333335
3060.3425 	EXP 	slider: markerPos = 3.0677083333333335
3060.3522 	EXP 	slider: markerPos = 3.0677083333333335
3060.3617 	EXP 	slider: markerPos = 3.0677083333333335
3060.3720 	EXP 	slider: markerPos = 3.0677083333333335
3060.3819 	EXP 	slider: markerPos = 3.0677083333333335
3060.3905 	EXP 	slider: markerPos = 3.0677083333333335
3060.4014 	EXP 	slider: markerPos = 3.0677083333333335
3060.4094 	EXP 	slider: markerPos = 3.0677083333333335
3060.4179 	EXP 	slider: markerPos = 3.0677083333333335
3060.4267 	EXP 	slider: markerPos = 3.0677083333333335
3060.4349 	EXP 	slider: markerPos = 3.0677083333333335
3060.4433 	EXP 	slider: markerPos = 3.0677083333333335
3060.4531 	EXP 	slider: markerPos = 3.0677083333333335
3060.4643 	EXP 	slider: markerPos = 3.0677083333333335
3060.4737 	EXP 	slider: markerPos = 3.0677083333333335
3060.4820 	EXP 	slider: markerPos = 3.0677083333333335
3060.4917 	EXP 	slider: markerPos = 3.0677083333333335
3060.5012 	EXP 	slider: markerPos = 3.0677083333333335
3060.5032 	DATA 	Mouse:  Left button up, pos=(1101,466)
3060.5130 	EXP 	slider: markerPos = 3.0677083333333335
3060.5187 	EXP 	slider: autoDraw = False
3060.5187 	EXP 	text_2: autoDraw = False
3060.5187 	EXP 	text_3: autoDraw = False
3060.5187 	EXP 	text_4: autoDraw = False
3060.5187 	EXP 	text_6: autoDraw = True
3064.5049 	EXP 	New trial (rep=0, index=69): {'name': '史琴', 'behave': '史琴给朋友系上安全带。她的朋友', 'evaluation': '史琴给朋友系上安全带这种行为是：', 'number': 18, 'cond': 'badPhappyE', 'situation': 'materials/situations/18.PNG', 'reason': 'materials/happyreason/18.PNG', 'propose': 'materials/badpropose/18.PNG', 'ending': 'materials/happyending/18.PNG'}
3064.5190 	EXP 	text_6: autoDraw = False
3064.5190 	EXP 	text_6: autoDraw = False
3064.5190 	EXP 	text_5: autoDraw = True
3064.5190 	EXP 	text_5: autoDraw = False
3064.5190 	EXP 	text_5: autoDraw = False
3064.5190 	EXP 	image_3: autoDraw = True
3064.5190 	EXP 	image_3: autoDraw = False
3064.5190 	EXP 	image_3: autoDraw = False
3064.5190 	EXP 	back: image = 'materials/situations/18.PNG'
3064.5190 	EXP 	back: autoDraw = True
3066.6563 	DATA 	Mouse: Left button down, pos=(1187,483)
3066.6688 	EXP 	back: autoDraw = False
3066.6688 	EXP 	predictp: image = 'materials/happyreason/18.PNG'
3066.6688 	EXP 	predictp: autoDraw = True
3066.8816 	DATA 	Mouse:  Left button up, pos=(1187,483)
3069.0175 	DATA 	Mouse: Left button down, pos=(979,454)
3069.0277 	EXP 	predictp: autoDraw = False
3069.0277 	EXP 	predictp_2: image = 'materials/badpropose/18.PNG'
3069.0277 	EXP 	predictp_2: autoDraw = True
3069.2829 	DATA 	Mouse:  Left button up, pos=(979,454)
3071.3335 	EXP 	predictp_2: autoDraw = False
3071.3335 	EXP 	text: height = 0.04
3071.3335 	EXP 	text: height = 0.04
3071.3335 	EXP 	text: height = 0.04
3071.3335 	EXP 	text: text = '史琴给朋友系上安全带。她的朋友'
